"Año Convocatoria",Titulo
2003,"SUPLEMENTACION DE HIERRO MAS ANTIOXIDANTES PARA ELIMINAR LA MUY ALTA PREVALENCIA DE ANEMIA EN MEXICO Y SUS CONSECUENCIAS EN LA SALUD. COMPARACION CON LOS METODOS ACTUALMENTE UTILIZADOS POR LA SECRETARIA DE SALUD"
2003,"DESARROLLO DE UN SISTEMA INTELIGENTE DE INFORMACION ESTRATEGICA SOBRE TECNOLOGIA PARA LA SALUD (TPS)"
2003,"PAPEL DE LA APOPTOSIS DE CELULAS ENDOTELIALES EN EL DAÑO TISULAR DEL PIE DIABETICO CON INFECCION."
2003,"EVALUACION DE LA PRESENCIA DE LINFOCITOS NKT QUE EXPRESAN LA MOLECULA CRTAM EN PACIENTES CON DIABETES TIPO 1 Y EN SUS FAMILIARES DE PRIMER GRADO"
2003,"LA PERCEPCION DEL RIESGO DE PADECER ALGUN TIPO DE COMPLICACION EN PACIENTES CON DIABETES MELLITUS TIPO 2"
2004,"PRODUCCION DE LANTANIDOS RADIACTIVOS PARA RADIOTERAPIA"
2004,"RELACION ENTRE FLORA BACTERIANA INTESTINAL, INFLAMACION Y SINDROME DE INTESTINO IRRITABLE: EFECTO DEL USO DE UNA BEBIDA LACTEA CON LACTOBACILLUS CASEI"
2004,"DOSIMETRIA Y MICRODOSIMETRIA DE RADIOFARMACOS PARA EL DIAGNOSTICO, SEGUIMIENTO Y POSIBLE TRATAMIENTO DE TUMORES DE ORIGEN NEUROENDOCRINO Y LINFOMAS NO HODGKIN"
2004,"FUNCION PULMONAR Y ACTIVIDAD SIMPATICA CARDIACA EN EMBARAZADAS CON OBESIDAD. UN ESTUDIO LONGITUDINAL."
2004,"UTILIDAD DE MUESTRAS DE SANGRE SECA FIJADA EN PAPEL FILTRO (DBSS) DE PACIENTES CON VIH/SIDA, ENVIADAS DE DIFERENTES REGIONES DEL PAIS, BAJO CONDICIONES VARIABLES DE TEMPERATURA Y TIEMPO, PARA DETERMINAR CARGA, RESISTENCIA A ANTIRRETROVIRALES Y GENOTIPOS."
2004,"UTILIDAD DEL EMPLEO DE MUESTRAS DE SANGRE SECA FIJADA EN PAPEL FILTRO PARA DETERMINAR CARGA VIRAL, IDENTIFICAR GENOTIPOS Y MUTACIONES EN LA REGION CORE Y PRECORE DEL VIRUS DE LA HEPATITIS B."
2004,"Desarrollo e Investigacion de Paclitaxel Oral en Pacientes con Cancer"
2004,"NANOCIENCIA EN SALUD: PRODUCCION CONTROLADA DE NANOTUBOS DE CARBONO DOPADOS CON NITROGENO PARA LA FABRICACION SENSORES DE SOLVENTES CANCERIGENOS Y GASES TOXICOS"
2004,"INFLUENCIA DE POLIMORFISMOS GENETICOS DE APOLIPOPROTEINAS Y ENZIMAS DEL METABOLISMO DE LIPOPROTEINAS SOBRE LA RESPUESTA A UN TRATAMIENTO DIETARIO EN SUJETOS CON HIPERCOLESTEROLEMIA MODERADA."
2004,"CRITERIOS PARA LA ASIGNACION DE POBLACION DERECHOHABIENTE A MEDICO FAMILIAR Y CAPACIDAD DE PRODUCCION DE SERVICIOS DE SALUD"
2004,"DISEÑO Y CONSTRUCCION DE UN MASTOGRAFO DIGITAL"
2004,"FACTORES ASOCIADOS A LOS COSTOS INNECESARIOS EN INGRESOS Y ESTANCIAS HOSPITALARIAS EN PERSONAS DE 60 AÑOS Y MAS."
2004,"CARACTERIZACION DE GENOTIPOS DE VHB EN POBLACION MEXICANA PARA ESTABLECER ESTRATEGIAS ESPECIFICAS DE PREVENCION Y TRATAMIENTO."
2004,"EL SEGURO POPULAR DE SALUD PARA FAMILAS CON MIGRANTES EN ESTADOS UNIDOS"
2004,"DETERMINACION DE ENDOFENOTIPOS Y LATENCIA DE TRANSICION A PSICOSIS EN UN MODELO DE DETECCION TEMPRANA DE ESQUIZOFRENIA"
2004,"DIAGNOSTICO MOLECULAR PREVENTIVO EN CANCER BIEN DIFERENCIADO DE TIROIDES"
2004,"ANTICUERPOS ANTI-HLA Y ANTICUERPOS ANTI-MICA EN RECEPTORES DE TRASPLANTE RENAL. CUANTIFICACION DE POBLACION CELULAR T REGULADORA EN LA MISMA POBLACION DE PACIENTES."
2004,"DESARROLLO DE METODOS MOLECULARES PARA ESTUDIAR LA HISTORIA NATURAL DE LAS INFECCIONES POR EL VIRUS DEL HERPES SIMPLE Y EL VIRUS DE PAPILOMA HUMANO"
2004,"LOS QUIROPTEROS: ¿ESTAN INVOLUCRADOS EN LA TRANSMISION DEL DENGUE Y DEL VIRUS DEL OESTE DEL NILO VON?"
2004,"DESARROLLO DE UN METODO GASTROINTESTINAL IN VITRO PARA EVALUAR LA BIODISPONIBILIDAD DE PB, ZN, CD, CR, CU Y MN EN POLVOS URBANOS"
2004,"VALIDACION EN CAMPO DE UNA NUEVA VERSION DE LA VACUNA CONTRA LA CISTICERCOSIS PORCINA: DETERMINACION DE LA RELEVANCIA DE LOS FACTORES DE EXPOSICION Y DEL HOSPEDERO EN LA EFICIENCIA DE VACUNACION"
2004,"DISEÑO Y EVALUACION DE UN MODELO DE ATENCION INTEGRAL CON ENFOQUE SOCIAL A LA SALUD PARA AFRONTAR EL PROBLEMA DE LA VIOLENCIA DE GENERO EN LA POBLACION DERECHOHABIENTE DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"
2004,"RELACION DEL CONSUMO DE REFRESCOS Y OSTEOPOROSIS EN MUJERES POSMENOPAUSICAS"
2004,"LOS SISTEMAS DE SALUD FRENTE A LA VIOLENCIA HACIA LAS MUJERES INDIGENAS EN LAS PRINCIPALES ETNIAS DE MEXICO"
2004,"TERAPIA DE ANGIOGENESIS EN PACIENTES CON ISQUEMIA CRITICA EN EXTREMIDADES INFERIORES CON AUTOTRANSPLANTE DE CELULAS MONONUCELARES DE SANGRE PERIFERICA."
2004,"ESTUDIO QUIMICO-BIOLOGICO DE SPHAERALCEA ANGUSTIFOLIA, Y DESARROLLO DE PROCEDIMIENTOS BIOTECNOLOGICOS Y ANALISIS METROLOGICO PARA LA OBTENCION DE UN POTENCIAL FARMACO ANTIRREUMATICO DE APLICACION TOPICA."
2004,"ESTUDIO DE INTERVENCION PARA REDUCCION DE RIESGO CARDIOVASCULAR EN PACIENTES CON LUPUS ERITEMATOSO GENERALIZADO"
2004,"IMPACTO DE LA RESTRICCION DEL USO DE CEFALOSPORINAS DE TERCERA GENERACION EN LA FRECUENCIA DE ENTEROBACTERIAS PRODUCTORAS DE BETA-LACTAMASAS DE ESPECTRO EXTENDIDO (BLEES)."
2004,"DESARROLLO, ESCALAMIENTO SEMI-INDUSTRIAL Y EVALUACION CLINICA DE UN NUEVO FITOMEDICAMENTO ANSIOLITICO ELABORADO A PARTIR DEL EXTRACTO ESTANDARIZADO DE LA ESPECIE VEGETAL MEXICANA GALPHIMIA GLAUCA"
2004,"EFECTOS AUDITIVOS Y VESTIBULARES EN TRABAJADORES EXPUESTOS A DISOLVENTES ORGANICOS."
2004,"EPIDEMIOLOGIA MOLECULAR DE LA TUBERCULOSIS PULMONAR EN EL AREA METROPOLITANA DE MONTERREY."
2004,"EVALUACION DEL EFECTO DE HIDROLIZADOS PROTEICOS Y/O PROTEINAS DE MATRIZ EXTRACELULAR MODIFICADAS EN LA INFLAMACION Y EL RECAMBIO DE LA MATRIZ EXTRACELULAR DEL CARTILAGO Y LA MEMBRANA SINOVIAL DE PACIENTES CON OSTEARTRITIS (OA) O ARTRITIS REUMATOIDE (AR)."
2004,"EL DESARROLLO DE APTITUDES CLINICAS EN LA FORMACION DE ESPECIALISTAS MEDICOS: OTRA METODOLOGIA DE EVALUACION."
2004,"CARACTERIZACION DE PATRONES DE EXPRESION GENICA DE TIPOS Y VARIANTES DE VPH DE ALTO RIESGO EN LESIONES PREMALIGNAS Y CANCER DE CERVIX EN MUJERES MEXICANAS."
2004,"ESTABLECIMIENTO DE LINEAS CELULARES DE LA PLANTA MEXICANA EN PELIGRO DE EXTINCION MAGNOLIA DEALATA ZUCC PRODUCTORAS DE LOS NUEVOS COMPUESTOS ANSIOLITICOS HONOKIOL Y MAGNOLOL CON INCREMENTO EN SU RENDIMIENTO, UTILIZANDO ESTRATEGIAS BIOTECNOLOGICAS"
2004,"DESARROLLO DE HERRAMIENTAS PARA DIAGNOSTICO ,CONSULTA Y EDUCACION MEDICA CONTINUA A DISTANCIA EN LOS TRES NIVELES DE ATENCION MEDICA"
2004,"PREVALENCIA DE APNEA DEL SUEÑO EN ADULTOS DE LA CIUDAD DE MEXICO. ESTUDIO CON BASE POBLACIONAL."
2004,"ESTUDIO DEL METABOLISMO DE OXIDO NITRICO Y SU POSIBLE IMPLICACION EN EL MANEJO DE ESTEATOSIS HEPATICA EN PACIENTES PEDIATRICOS CON SOBREPESO Y OBESIDAD"
2004,"EFECTO DE LA INFECCION POR H. PYLORI SOBRE LA VELOCIDAD DE CRECIMIENTO EN ESCOLARES SEGUN EL ESTADO NUTRICIO DE HIERRO."
2004,"DESARROLLO DE METODOS PARA LA SIMPLIFICACION DEL DIAGNOSTICO DE LABORATORIO DE DENGUE."
2004,"INDICADORES HEMATOLOGICOS EN TRABAJADORES EXPUESTOS OCUPACIONALMENTE A BENCENO-TOLUENO-XILENO (BTX)"
2004,"ESTUDIO DE FACTIBILIDAD DE DIAGNOSTICO Y SEGUIMIENTO DE RESPUESTA AL TRATAMIENTO DE PACIENTES CON BRUCELOSIS POR METODOLOGIA PCR (COMPARACION CONTRA METODOS SEROLOGICOS)"
2004,"IDENTIFICACION DE CASOS DE TUBERCULOSIS MENINGEA MEDIANTE UN ENSAYO INMUNOENZIMATICO DE CAPTURA CON ANTICUERPOS MONOCLONALES CONTRA LA FRACCION 4MT DE MYCOBACTERIUM TUBERCULOSIS"
2004,"EVALUACION DE LOS EFECTOS EN LA SALUD RESPIRATORIA DE UNA MUESTRA DE NIÑOS EXPUESTOS A LAS PARTICULAS DE DIOXIDO DE AZUFRE EMITIDAS POR UNA TERMOELECTRICA EN MANZANILLO, COLIMA."
2004,"COMUNICACION DE LA CIENCIA COMO UN MEDIO PARA PREVENIR ENFERMEDADES INFECCIOSAS"
2004,"CARACTERIZACION BIOQUIMICA Y MOLECULAR DEL EFECTO INMUNOMODULADOR DE LA COLAGENA-POLIVINILPIRROLIDONA EN PATOLOGIAS FIBROSANTES."
2004,"DETERMINACION DE LA FARMACORRESISTENCIA DE MYCOBACTERIUM TUBERCULOSIS A MEDICAMENTOS DE PRIMERA Y SEGUNDA LINEA UTILIZANDO DIFERENTES METODOS DIAGNOSTICOS"
2004,"MARCADORES MOLECULARES PRONOSTICOS EN CANCER DE MAMA EN EL INSTITUTO NACIONAL DE CANCEROLOGIA."
2004,"DESARROLLO TECNOLOGICO DE HERRAMIENTAS COMPUTACIONLES PARA MEJORAR LA ATENCION NUTRICIA AL PACIENTE AMBULATORIO Y HOSPITALIZADO Y DEL INDIVIDUO NORMAL O EN CONDICIONES ESPECIALES."
2004,"AUTOINMUNIDAD COMO UNA CAUSA DE SUSCEPTIBILIDAD SELECTIVA A INFECCIONES MICOBACTERIANAS EN HUMANOS."
2004,"USO DE LA MEMBRANA AMNIOTICA COMO FACTOR CO-ADYUVANTE EN LA REGENERACION DEL EPITELIO CORNEAL"
2004,"EL PAPEL DE EXPOSICION AL PLOMO PRE Y POSTNATAL EN LA FUNCION EJECUTIVA Y ATENCION EN ADOLESCENTES"
2004,"VENTRICULOPLASTIA CON CELULAS TALLO AUTOLOGAS IMPLANTADAS EN INFARTOS MIOCARDICOS ANTIGUOS"
2004,"EFECTO DE ESTROGENOS Y PROGESTAGENOS SOBRE LA EXPRESION DE RECEPTORES ALFA Y BETA EN MUJERES MENOPAUSICAS OBESAS Y NO OBESAS."
2004,"SUSCEPTIBILIDAD A CIRROSIS Y POLIMORFISMOS DE LOS GENES INVOLUCRADOS EN EL METABOLISMO DEL ETANOL"
2004,"PRODUCCION DE CITOCINAS TIPO TH1 Y TH2 EN SUJETOS SUPLEMENTADOS, IN VITRO O IN VIVO, CON VITAMINA E Y SU USO POTENCIAL EN EL TRATAMIENTO DE LA TUBERCULOSIS"
2004,"PERFIL ANTROPOMETRICO DE LOS TRABAJADORES MEXICANOS.ESTUDIO MULTICENTRICO"
2004,"IDENTIFICACION DE LA PRESENCIA DE FACTORES CIRCULANTES ASOCIADA AL DESARROLLO DE INSUFICIENCIA RENAL CRONICA O A RECIDIVA EN EL INJERTO EN PACIENTES MEXICANOS CON SINDROME NEFROTICO"
2004,"EVALUACION DE LOS RIESGOS A LA SALUD POR LA EXPOSICION A METALES PESADOS EN HABITANTES DE CUATRO MUNICIPIOS ALEDAÑOS AL LAGO DE CHAPALA"
2004,"EPIDEMIOLOGIA MOLECULAR DE LAS CEPAS DE ROTAVIRUS CIRCULANTES EN MEXICO"
2004,"DISEÑO DE UN VENTILADOR MECANICO PARA TERAPIA INTENSIVA CON SISTEMA DE CONTROL INTELIGENTE Y OPERACION REMOTA, UTILIZANDO METODOS DE MEDICION NO INVASIVOS."
2004,"ASOCIACION DE POLIMORFISMOS EN GENES DEL METABOLISMO Y TRANSPORTE DE FOLATOS CON LOS DEFECTOS DE CIERRE DE TUBO NEURAL EN POBLACION YUCATECA"
2004,"CARACTERIZACION ESPACIAL DE LOS PATRONES DE TRANSMISION DE SEROTIPOS VIRUS DENGUE EN AREAS HIPERENDEMICAS DEL SOCONUSCO, CHIAPAS."
2004,"INVESTIGACION DEL FLUJO DE LA TRANSMISION DE CEPAS DE PLASMODIUM VIVAX EN UNA ZONA CON PERSISTENCIA DE PALUDISMO PARA SU CONTROL OPORTUNO."
2004,"INFLUENCIA DE LA VACUNACION CON MYCOBACTERIUM BOVIS BCG SOBRE LA RESPUESTA DE ANTICUERPOS Y CITOCINAS EN LACTANTES"
2004,"DISEÑO Y VALIDACION DE UN METODO DE EVALUACION ERGONOMICA DE CAMPO EN TRABAJADORES MEXICANOS."
2004,"ESTUDIO DE LOS POLIMORFISMOS GENICOS ASOCIADOS A LA ENFERMEDAD DE ALZHEIMER DE TIPO ESPORADICO Y CARACTERIZACION MOLECULAR DE LA ENFERMEDAD DE INICIO TEMPRANO EN LA POBLACION MEXICANA"
2004,"DETECCION DEL VIRUS DEL OESTE DEL NILO (VON) EN DONADORES DE SANGRE QUE ASISTEN AL IMSS Y MOSQUITOS DE LA CIUDAD DE MERIDA, COMO UN INDICADOR DE RIESGO DE INFECCION Y ENFERMEDAD EN RESIDENTES DE LA MISMA."
2004,"DESARROLO DE UN KIT DE INMUNOCROMATOGRAFIA EN PAPEL PARA DIAGNOSTICO DE SALMONELOSIS Y FIEBRE TIFOIDEA: UNA PRUEBA RAPIDA Y DE BAJO COSTO."
2004,"EFECTO DE LA EXPOSICION OCUPACIONAL A PLAGUICIDAS ORGANOFOSFORADOS SOBRE LAS CELULAS ESPERMATICAS DE TRABAJADORES AGRICOLAS Y SU RELACION CON EL GENOTIPO DE LA ENZIMA PARAOXONASA"
2004,"DISEÑO Y VALIDACION DE UN SISTEMA PARA LA DETECCION DE RIESGOS Y LA PREVENCION DE LA DISCAPACIDAD MENTAL EN LACTANTES DE 0 A 24 MESES"
2004,"DESARROLLO DE UN BANCO DE TEJIDOS EN EL IMSS PARA EL SECTOR SALUD. CARACTERIZACION ESTRUCTURAL Y FUNCIONAL DE TEJIDOS DUROS Y BLANDOS PARA SU UTILIZACION EN ALOTRASPLANTES EN HUMANOS."
2004,"AISLAMIENTO, SINTESIS Y EVALUACION ANTIMICROBIANA DE PEPTIDOS DE CADENA CORTA"
2004,"FACTORES SOCIODEMOGRAFICOS Y DE ATENCION COMO CONDICION DE RIESGO PARA MUERTE MATERNA: UN ESTUDIO DE CASOS Y CONTROLES EN POBLACION MARGINADA."
2004,"EVALUACION DE UN MODELO DE ATENCION PARA PACIENTES CON DIABETES MELLITUS TIPO 2 E HIPERTENSION ARTERIAL CON LA PARTICIPACION DE ENFERMERAS DE ATENCION PRIMARIA"
2004,"IMPLICACION DEL ESTRES OXIDATIVO EN EL PROCESO DE ISQUEMIA-REPERFUSION EN PACIENTES CON TRASPLANTE HEPATICO Y PRECONDICIONAMIENTO ISQUEMICO."
2004,"DESARROLLO DE IMPLANTES ORTOPEDICOS Y SU ANALISIS POR MEDIO DEL MEDIO DEL METODO DEL ELEMENTO FINITO"
2004,"TRASPLANTE AUTOLOGO DE CELULAS MONONUCLEARES A TRAVES DE TUNELES MUSCULARES FIBROCOLAGENOS EN PACIENTES CON ISQUEMIA CRITICA EN EXTREMIDADES INFERIORES"
2004,"IDENTIFICACION DE LOS FACTORES GENETICOS IMPLICADOS EN LA SUSCEPTIBILIDAD PARA DESARROLLAR LUPUS ERITEMATOSO SISTEMICO EN LA EDAD PEDIATRICA."
2004,"CALIDAD EN LA PRESCRIPCION DE LA INCAPACIDAD TEMPORAL PARA EL TRABAJO Y SU IMPACTO ECONOMICO"
2004,"IDENTIFICACION DE LOS CAMBIOS QUIMICOS DE LAS PROTEINAS DEL GLICOCALIX INTRALUMINAL DEL ENDOTELIO VASCULAR QUE SON INDUCIDOS POR ESTIMULOS NOCIVOS ASOCIADOS CON EL CICLO ISQUEMIA-REPERFUSION DE LOS ORGANOS (RIÑON, CORAZON ETC): SU PREVENCION DURANTE TRANS"
2004,"CARGA DE LA ENFERMEDAD DE LA CARDIOPATIA ISQUEMICA DE LA POBLACION DERECHOHABIENTE AL IMSS Y SU RELACION CON LOS COSTOS POR ATENCION MEDICA"
2004,"EFECTO DE LA CONTAMINACION DE LAS CARNES PARA CONSUMO HUMANO POR PATOGENOS TRANSMITIDOS POR ALIMENTOS, EN LA SALUD DE LA POBLACION EN DOS COMUNIDADES DE LA REPUBLICA MEXICANA."
2004,"DEPRESION EN NIÑOS Y ADOLESCENTES CON SIDA. INTERVENCIONES DE MANEJO"
2004,"DIAGNOSTICO RAPIDO DE TUBERCULOSIS"
2004,"ESTUDIO CITOLOGICO, BIOQUIMICO Y MOLECULAR DEL PROBABLE EFECTO TERAPEUTICO DEL COMPUESTO COLAGENA-POLIVINILPIRROLIDONA, SOBRE LA FIBROSIS HEPATICA, VALORADO EN UN MODELO IN VIVO (RATAS) E IN VITRO (HEPATOCITOS PRIMARIOS DE RATA Y HUMANOS)."
2004,"EVALUACION DE LA COMPETENCIA DE LOS MIEMBROS DE LOS COMITES DE INVESTIGACION SOBRE LOS ASPECTOS DE LA ETICA DE LA INVESTIGACION EN SERES HUMANOS."
2004,"EVALUACION DE LA BIODISPONIBILIDAD DE UN CONCENTRADO DE HIERRO HEMO"
2004,"APROXIMACION HERMENEUTICA DE LA ETICA DE LA PRACTICA MEDICA EN MEXICO"
2004,"UTILIDAD DE LA ENOLASA ESPECIFICA DE NEURONAS, LA PROTEINA S100-BETA Y LOS NIVELES DE INTERLEUCINA 8 PARA LA PREDICCION DE LESIONES INTRACRANEANAS SIGNIFICATIVAS EN NIÑOS CON TRAUMA CRANEO-ENCEFALICO CERRADO LEVE"
2004,"REGULACION CENTRAL DE LA REGENERACION HEPATICA"
2004,"IMPACTO DE LAS ESTRATEGIAS NUTRICIONAL, EDUCATIVA Y FARMACOLOGICA, EN EL PACIENTE CON DIABETES MELLITUS TIPO 2 Y NEFROPATIA DIABETICA EN UNIDADES DEL PRIMER NIVEL DE ATENCION DEL IMSS"
2004,"FACTORES INMUNOLOGICOS Y VIRALES ASOCIADOS CON LA RECURRENCIA POST-TRATAMIENTO DE PACIENTES CON NEOPLASIA INTRAEPITELIAL CERVICAL II-III."
2004,"DESARROLLO E IMPLEMENTACION DE UN SISTEMA DE BIORRETROALIMENTACION PARA LA ALINEACION DINAMICA, ANALISIS KINESIOLOGICO Y REHABILITACION DEL USO DE PROTESIS EN PACIENTES CON AMPUTACION DE MIEMBROS PELVICOS"
2004,"CORTE DE PRECISION DE TEJIDO BIOLOGICO POR MEDIO DE RAYO LASER PARA BIOPROTESIS CARDIACAS"
2004,"COMPARACION DE LA LIGADURA ENDOSCOPICA MAS LA ADMINISTRACION DE PROPRANOLOL CONTRA PROPRANOLOL SOLO, COMO ESTRATEGIA PARA LA PREVENCION PRIMARIA DE LA HEMORRAGIA DE ORIGEN VARICEAL."
2004,"APLICACION DE METODOS DE LABORATORIO DE BAJO COSTO PARA LA EVALUACION DEL CONTROL METABOLICO EN PACIENTES CON DIABETES MELLITUS TIPO 2"
2004,"EL SISTEMA DE SALUD EN MEXICO ANTE LOS DESAFIOS DEMOGRAFICOS, EPIDEMIOLOGICOS, SOCIALES Y ECONOMICOS EN LOS PROXIMOS 50 AÑOS"
2004,"ESTUDIO MULTICENTRICO DE INFECCION POR VIRUS BK EN PACIENTES CON TRASPLANTE RENAL MEDIANTE SEGUIMIENTO DE LA EXPRESION DE ARN MENSAJERO DE LA REGION VP1 EN ORINA"
2004,"DESARROLLO DE ESCALAS EPIDEMIOLOGICAS PARA ESTIMAR EL RIESGO PREVALENTE E INCIDENTE A INFECCION NOSOCOMIAL EN SITIO QUIRURGICO A TRAVES DE FACTORES INTRINSECOS Y EXTRINSECOS PARA CIRUGIAS DE MAYOR DEMANDA EN HOSPITALES DE SEGUNDO Y TERCER NIVEL EN LA CIUD"
2004,"EVALUACION DE LA VACUNACION CONTRA STREPTOCOCCUS PNEUMONIAE A TRAVES DEL SEGUIMIENTO DEL ESTADO DE PORTADOR EN NIÑOS MEXICANOS MENORES DE 2 AÑOS DE EDAD."
2004,"PREVENCION DE TOXICIDAD SECUNDARIA A TIOPURINAS A TRAVES DE LA BUSQUEDA DE POLIMORFISMOS DE TIOPURINMETILTRANSFERASA POR DHPLC EN PACIENTES CON LEUCEMIA AGUDA LINFOBLASTICA TRATADOS CON TIOPURINAS."
2004,"DISEÑO DE UN DISPOSITIVO ELECTRONICO INTRAMEDULAR, IMPLANTABLE E INALAMBRICO, PARA LA DETECCION DE LA RECAIDA DE LEUCEMIA AGUDA POST-QUIMIOTERAPIA."
2004,"EVALUACION DE LA CALIDAD DEL PROGRAMA NACIONAL DE DETECCION OPORTUNA DE CANCER CERVICAL. COBERTURA EFECTIVA Y RESULTADOS DE IMPACTO"
2004,"VALOR PRONOSTICO Y TERAPEUTICO DE LA PROLACTINA EN LA RETINOPATIA DIABETICA"
2004,"EVOLUCION DE LA HIPERTENSION ARTERIAL Y LA EFECTIVIDAD DE SU TRATAMIENTO EN EL IMSS: UNA COHORTE PARA LA EVALUACION DE RESULTADOS EN SALUD"
2004,"EVALUACION DEL IMPACTO DE TRES ESTRATEGIAS EN LA PROVISION DE LOS SERVICIOS DE SALUD A ANCIANOS ASEGURADOS POR EL IMSS"
2004,"LOS COMITES DE ETICA CLINICA (CLECS) COMO ESTRATEGIA PARA MEJORAR LA CALIDAD DE LA ATENCION MEDICA EN MEXICO"
2004,"PREVENCION PRIMARIA Y TRATAMIENTO TEMPRANO DE DIABETES MELLITUS TIPO 2. ESTUDIO MULTICENTRICO Y MULTIDISCIPLINARIO"
2004,"DESARROLLO DE UN MEDICAMENTO OFTALMICO ALTAMENTE INNOVADOR PARA EL TRATAMIENTO DEL GLAUCOMA COMO EFECTO SECUNDARIO DE LAS PERSONAS QUE PADECEN DIABETES PRINCIPALMENTE."
2004,"BUSQUEDA DE MARCADORES PARA EL MONITOREO DE LA ENFERMEDAD RESIDUAL MINIMA EN PACIENTES CON LEUCEMIA LINFOBLASTICA AGUDA"
2005,"ANALISIS MOLECULAR DEL GEN DEL RECEPTOR DE LIPOPROTEINAS DE BAJA DENSIDAD (LDL) EN INDIVIDUOS CON HIPERCOLESTEROLEMIA FAMILIAR"
2005,"DESARROLLO DE UN MICROCHIP DE ADN PARA ANALIZAR EL REPERTORIO DE LA REGION VARIABLE DE LOS ANTICUERPOS A ESCALA GENOMICA."
2005,"EFECTOS DE LA ADMINISTRACION PERIOVULATORIA DE LEVONORGESTREL SOBRE LA EXPRESION DE PROTEINAS ENDOMETRIALES QUE AFECTAN LA FERTILIZACION: UN NUEVO MECANISMO DE ACCION DE LA ANTICONCEPCION DE EMERGENCIA."
2005,"EVALUACION DE EFECTOS EN SALUD EN SITIOS CONTAMINADOS POR BIFENILOS POLICLORADOS (PCBS)."
2005,"EVALUACION DE LAS VARIANTES ALELICAS *1B, *2, *4, *5 Y *6 DEL GEN CYP3A4 EN LA POBLACION MEXICANA Y SU ASOCIACION CON EL RIESGO A DESARROLLAR CANCER DE PROSTATA."
2005,"PARTICIPACION DEL VIRUS DE VARICELA ZOSTER EN EL DESENCADENAMIENTO DE REACCIONES AUTOINMUNES EN ESCLEROSIS MULTIPLE Y POSIBLE APLICACION TERAPEUTICA DE 3 PROTEINAS VIRALES RECOMBINANTES."
2005,"MODELO ANALITICO DE REDES DE LOCALIDADES Y LA INTERDEPENDENCIA FACTORIAL EN LA TRANSMISION DEL DENGUE, UN INSTRUMENTO PARA UNA ESTRATEGIA PARA EL CONTROL"
2005,"LANCETA LASER CON SISTEMA AUTOMATIZADO DE POSICIONAMIENTO"
2005,"EFECTO DE LA SUPLEMENTACION CON MICRONUTRIMENTOS DEL TIPO DEL ACIDO FOLICO, Y VITAMINAS B6 Y B12 SOBRE LAS CONCENTRACIONES DE HOMOCISTEINA EN MUJERES MENOPAUSICAS CON ALTO RIESGO DE ENFERMEDAD CARDIOVASCULAR."
2005,"ESTUDIO COMPARATIVO DE ESTRATEGIAS DE CONTROL VECTORIAL DE LA ENFERMEDAD DE CHAGAS EN EL ESTADO DE YUCATAN, MEXICO"
2005,"ALTERACIONES MOLECULARES HEPATICAS Y SISTEMICOS CAUSADOS POR LAS LESIONES DE VIAS BILIARES EN PACIENTES SOMETIDOS PREVIAMENTE A COLECISTECTOMIA"
2005,"DESARROLLO DE TECNOLOGIAS PARA LA FABRICACION DE FARMOQUIMICOS GENERICOS, EN UQUIFA MEXICO, S. A. DE C. V. (TERCERA FASE)"
2005,"EVALUACION ECONOMICA DE DOS ESQUEMAS DE ATENCION HOSPITALARIA DE PADECIMIENTOS PSIQUIATRICOS EN EL IMSS"
2005,"TRANSFORMACIONES Y CONTINUIDADES EN LOS SISTEMAS DE CREENCIAS Y LAS PERCEPCIONES SOBRE LA VIOLENCIA GENERO"
2005,"ESTUDIO MOLECULAR DE GENES ASOCIADOS A INVASION TROFOBLASTICA COMO PROBABLES MARCADORES PREDICTIVOS PARA EL DESARROLLO DE PREECLAMPSIA-ECLAMPSIA."
2005,"ESCENARIOS DE INEQUIDAD AMBIENTAL Y EVALUACION DE SALUD INFANTIL EN MEXICO"
2005,"PREVENCION DE LA ENFERMEDAD DE CHAGAS Y OTRAS ZOONOSIS TRANSMITIDAS POR VECTOR, A TRAVES DE LA PARTICIPACION COMUNITARIA, EN POBLACIONES RURALES DEL ESTADO DE YUCATAN"
2005,"ESTRATIFICACION EPIDEMIOLOGICA DE LOS SEROTIPOS DEL VIRUS DENGUE Y SU ASOCIACION CON CASOS DE FIEBRE POR DENGUE/FIEBRE HEMORRAGICA POR DENGUE."
2005,"EFECTO DE LA INTERACCION ENTRE VARIANTES GENETICAS DEL RECEPTOR DE VITAMINA D Y DE ENZIMAS DEL METABOLISMO DE LOS FOLATOS SOBRE LA DENSIDAD MINERAL OSEA Y RIESGO PARA OSTEOPOROSIS"
2005,"CARACTERIZACION DE VARIANTES GENETICAS ASOCIADAS A LA ADICCION A LA NICOTINA EN FAMILIAS MEXICANAS"
2005,"IDENTIFICACION DE LAS CAUSAS MAS FRECUENTES DE FALLA OVARICA PREMATURA EN MUJERES MEXICANAS CON INFERTILIDAD"
2005,"CARACTERIZACION MOLECULAR DE LOS PUNTOS DE RUPTURA DE LA FUSION BCR/ABL1 EN LEUCEMIA MIELOIDE CRONICA CON T(9;22)(Q34;Q11)"
2005,"EVALUACION DEL EFECTO ANTIVIRAL DE LOS ANTIINFLAMATORIOS NO ESTEROIDES EN PACIENTES CON HEPATITIS C"
